,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED
127093,40.626713,-73.891655,0.0
802003,40.816864,-73.882744,0.0
332584,40.652187,-73.95847,0.0
131950,40.645027,-73.91998,0.0
74617,40.743366,-73.942986,0.0
740057,40.76871,-73.969986,1.0
430853,40.75687,-73.885605,0.0
191669,40.81958,-73.81757,0.0
561084,,,0.0
87434,40.72106,-73.99821,0.0
247621,40.71372,-73.93497,0.0
518346,40.627975,-74.12984,0.0
664896,40.604782,-73.754005,0.0
373476,40.845795,-73.9444,1.0
145821,40.75928,-73.959274,1.0
286643,40.837013,-73.94862,0.0
775723,40.615726,-74.08393,0.0
513911,40.813374,-73.956276,0.0
395580,40.725147,-73.86971,1.0
456908,40.624958,-74.145775,0.0
650453,40.5960979,-73.7697512,1.0
311492,40.681885,-73.896645,1.0
278095,40.816864,-73.882744,0.0
586531,40.740566,-73.81939,0.0
714492,40.598934,-74.06377,0.0
218178,40.674675,-73.74771,6.0
12234,40.60573,-73.95843,0.0
331634,40.8783,-73.851265,0.0
530074,40.64076,-73.97502,0.0
160652,40.65501,-73.957,0.0
475589,40.778606,-73.84704,0.0
692628,40.86418,-73.90119,0.0
620952,40.838203,-73.9302,0.0
220504,,,0.0
793463,40.675205,-73.950005,0.0
446444,40.743324,-73.984085,1.0
183277,40.59047,-73.811745,0.0
204904,40.839767,-73.905396,1.0
105434,40.752228,-73.93911,0.0
171633,40.73337,-74.00258,0.0
556554,40.8859908,-73.827914,0.0
190716,40.739033,-74.00315,0.0
100958,40.718006,-73.9866,0.0
105980,40.596233,-73.938194,0.0
79518,40.668495,-73.925606,0.0
347859,40.819374,-73.953255,1.0
57267,40.74223,-73.9933,0.0
107463,40.81535,-73.91597,0.0
531240,40.612495,-73.97922,0.0
310733,40.82892,-73.83717,1.0
812622,,,1.0
276673,40.6974,-73.94381,0.0
835047,40.8376538,-73.8999668,0.0
567543,40.6586977,-73.9369478,2.0
262363,40.653378,-73.90658,0.0
230813,40.846657,-73.89619,0.0
170072,40.850906,-73.93829,0.0
840599,40.85687,-73.88449,0.0
580548,40.62709,-73.94403,0.0
700889,40.67357,-73.95294,0.0
688702,40.698944,-73.91695,0.0
407184,40.632435,-73.88818,0.0
744877,40.703934,-73.959854,0.0
447603,40.763893,-73.915,0.0
505039,40.831768,-73.8169,0.0
356230,40.85584,-73.89584,1.0
59489,40.827595,-73.85004,1.0
398897,,,1.0
293568,40.66563,-73.73921,0.0
647776,,,0.0
266783,40.735874,-73.9853,0.0
655454,40.724659,-73.9355757,0.0
294439,40.76132,-73.9171,3.0
319,40.732407,-73.877785,0.0
310803,40.645027,-73.91998,0.0
198052,40.90544,-73.904526,1.0
196454,40.772068,-73.92008,0.0
774814,40.754276,-73.90902,0.0
574079,40.717594,-73.99634,0.0
207516,40.702442,-73.81687,0.0
768337,40.844597,-73.90414,0.0
385205,40.669456,-73.86284,1.0
368479,40.70082,-73.957466,0.0
733028,40.75663,-73.982834,0.0
11796,40.61148,-74.098595,1.0
459316,40.758976,-73.99394,0.0
264237,,,0.0
41994,40.860916,-73.90352,0.0
455052,,,0.0
410274,40.89596,-73.857376,0.0
108768,40.806797,-73.92458,0.0
136383,40.60398,-74.11539,1.0
167888,40.85099,-73.82743,0.0
149882,40.599792,-73.942795,0.0
426245,40.585133,-73.954544,0.0
722143,40.830788,-73.93609,1.0
678355,40.742294,-73.87394,0.0
461523,40.69168,-73.999344,4.0
781434,40.67546,-73.73385,0.0
290833,40.683365,-73.92618,0.0
25244,40.754524,-73.938126,0.0
635365,40.83509,-73.946045,1.0
403181,40.700214,-73.94632,1.0
630254,40.722584,-74.00636,0.0
632645,40.8587,-73.8861,0.0
190301,40.5466,-74.22888,0.0
513476,40.75228,-73.9897,1.0
107015,40.85093,-73.83001,0.0
645643,40.862404,-73.89799,0.0
451922,40.812218,-73.899254,0.0
544207,40.531918,-74.19175,0.0
349967,40.635216,-74.14858,0.0
734852,40.726173,-73.76769,0.0
58150,40.739674,-73.934586,0.0
179354,40.744347,-73.92891,0.0
391342,40.84764,-73.901,2.0
544471,40.65473,-73.90692,0.0
92555,40.74181,-73.783005,0.0
458541,40.726326,-73.91217,0.0
438136,40.72805,-73.91553,0.0
216752,40.872837,-73.82628,0.0
382097,40.820015,-73.92885,0.0
685967,,,0.0
661940,40.693733,-73.990456,0.0
11624,40.728195,-73.984886,1.0
580101,40.680687,-73.84459,0.0
765264,40.664227,-73.94547,0.0
413786,40.70591,-73.76299,0.0
3106,40.675125,-73.9177,1.0
501929,40.805557,-73.912415,0.0
455254,,,0.0
696375,40.678596,-73.882416,0.0
447106,40.740025,-73.786316,0.0
520037,40.889217,-73.866875,3.0
358082,40.714478,-74.01354,0.0
636999,40.8123,-73.91411,1.0
393358,40.719307,-73.97723,0.0
512829,40.82559,-73.86316,1.0
681035,40.777874,-73.95175,0.0
229305,40.76307,-73.9841,0.0
412248,40.7923,-73.807236,0.0
736575,40.70978,-73.82043,0.0
234000,40.632156,-73.98435,0.0
700050,,,0.0
212371,40.820515,-73.930695,0.0
210200,40.74713,-73.88869,0.0
599549,40.61026,-74.097496,0.0
169163,40.81457,-73.931,0.0
557756,40.7315697,-73.8022618,0.0
675498,40.666588,-73.78206,0.0
572276,,,0.0
627485,40.845806,-73.92921,0.0
274340,40.820293,-73.94378,1.0
761983,40.696297,-73.97716,1.0
403097,40.734222,-73.94981,0.0
421374,40.888153,-73.90402,0.0
306179,40.668896,-73.76309,0.0
466489,40.678722,-73.952995,0.0
647805,40.659634,-73.764824,0.0
215459,40.793053,-73.82364,0.0
845022,40.71717,-73.73543,1.0
136012,40.576626,-73.98478,0.0
51391,40.663483,-73.9627,0.0
820278,40.735695,-73.99286,0.0
85080,40.667423,-73.90824,0.0
39674,40.61054,-74.103455,0.0
492168,,,0.0
117440,40.663414,-73.90915,0.0
416017,40.73883,-73.983154,0.0
372595,40.719738,-73.821655,0.0
285127,40.752693,-73.97305,0.0
546436,40.717014,-73.82971,0.0
845782,40.66744,-73.9944,1.0
48334,40.70313,-73.816795,1.0
66654,40.703476,-73.899826,1.0
196595,40.75882,-73.81121,1.0
525645,40.61315,-74.16822,0.0
285332,40.876606,-73.89959,0.0
618943,40.78065,-73.98013,0.0
373111,40.736885,-73.98165,0.0
264384,40.798832,-73.95203,0.0
254378,40.699707,-73.95718,0.0
648140,40.672382,-73.78574,1.0
441573,40.81926,-73.81178,0.0
637201,40.70106,-73.882065,0.0
774376,40.696823,-73.95619,0.0
298818,40.852768,-73.89217,0.0
649443,40.66804,-73.86055,0.0
129893,40.76926,-73.993004,0.0
837749,40.7548409,-73.9841185,0.0
261672,40.75614,-73.981255,1.0
399551,40.746616,-73.99382,0.0
163279,40.59938,-73.95141,0.0
120501,40.74356,-73.70768,0.0
649584,40.66095,-73.92906,0.0
768847,40.66462,-73.86063,0.0
448279,40.70554,-73.77205,3.0
791140,40.72895,-73.97182,0.0
68920,40.707947,-74.00611,0.0
392413,40.750336,-73.99853,0.0
447656,40.720436,-74.00671,0.0
557943,40.7865477,-73.9525532,0.0
657838,40.8185945,-73.9000244,0.0
670491,40.69822,-73.943954,1.0
706124,40.856686,-73.9371,0.0
635147,40.880623,-73.84047,0.0
693333,40.63396,-74.01476,0.0
20926,40.640583,-73.91894,0.0
788766,40.7672,-73.887825,0.0
287731,40.74464,-73.91842,0.0
146602,40.6922,-73.809715,0.0
351560,40.798256,-73.82744,0.0
84699,40.68535,-73.87735,1.0
470935,40.744522,-73.83655,0.0
230907,40.767372,-73.738754,0.0
214898,40.62609,-73.9644,0.0
42372,40.715157,-74.00212,0.0
404806,40.611393,-73.74781,0.0
627225,40.578236,-73.99157,0.0
439607,40.678574,-73.828125,0.0
247736,40.74407,-73.702934,0.0
815649,40.6687847,-73.9478174,0.0
567339,40.7249105,-73.7988361,0.0
159709,40.730133,-73.98949,0.0
500342,40.606964,-73.97754,0.0
352159,40.72235,-73.99327,0.0
137542,,,1.0
568852,40.708973,-73.95611,0.0
222385,40.708355,-73.96099,0.0
229154,40.689365,-73.9058,0.0
140827,40.625027,-73.998344,0.0
12606,40.757492,-73.921326,0.0
792096,40.62621,-73.927666,0.0
7436,40.795963,-73.97084,0.0
686272,40.604153,-74.05198,0.0
424905,40.586487,-73.94679,0.0
568425,40.7675094,-73.8154187,2.0
652347,40.7463024,-73.9716588,0.0
327713,40.753944,-73.972145,0.0
688085,40.727287,-74.00064,0.0
131913,40.73448,-73.92243,0.0
397235,40.855385,-73.9181,2.0
216222,40.734936,-73.94993,0.0
615437,40.733738,-73.95485,0.0
355932,40.666294,-73.89445,0.0
569508,40.6825585,-74.0079538,0.0
108986,40.84239,-73.892395,0.0
280917,40.8746,-73.9097,0.0
469787,40.884735,-73.84045,0.0
45394,40.67769,-73.82884,0.0
64739,,,0.0
646472,40.800983,-73.92927,0.0
56448,40.783245,-73.94473,0.0
334386,40.67164,-73.95034,0.0
425624,40.756485,-73.94005,0.0
452559,40.66223,-73.93997,0.0
466091,40.63665,-73.96805,0.0
466929,40.904243,-73.852165,1.0
75275,40.726097,-73.76198,0.0
648094,40.656124,-74.00591,0.0
559716,40.8645253,-73.9266187,0.0
639896,40.666695,-73.767136,0.0
619031,40.6794,-73.8586,0.0
253057,40.61367,-73.99959,0.0
584867,40.763737,-73.98132,0.0
281812,40.86955,-73.88175,4.0
515733,40.851936,-73.91078,0.0
847097,,,0.0
90591,40.807316,-73.93741,0.0
544637,40.66816,-73.94233,0.0
93821,40.65183,-74.003334,1.0
68513,40.804832,-73.96623,0.0
826563,40.83787,-73.9197,0.0
299269,40.628128,-73.94269,0.0
234981,40.72165,-73.8096,0.0
358197,40.74242,-73.826546,0.0
814681,40.618973,-73.99036,0.0
314847,40.898777,-73.84827,0.0
796422,40.628204,-74.01286,0.0
830657,40.788315,-73.97651,1.0
516002,,,0.0
238407,40.70166,-73.961464,1.0
48013,40.78357,-73.94759,0.0
257535,40.817352,-73.81942,0.0
269409,40.84046,-73.88596,0.0
56691,40.7272,-73.804276,0.0
522651,40.834774,-73.92527,0.0
440763,40.833065,-73.85974,0.0
636872,40.751976,-73.93197,0.0
452475,40.86665,-73.831345,0.0
441127,40.82648,-73.82202,0.0
703347,40.823647,-73.87843,1.0
562308,40.7671193,-73.9564948,0.0
369509,40.58788,-73.955025,0.0
712053,40.735336,-73.91689,2.0
7663,40.754707,-73.99164,2.0
582273,40.87534,-73.87032,0.0
168889,40.73601,-73.85787,0.0
621621,40.746033,-73.93441,1.0
551712,40.74915,-73.98828,1.0
669686,40.675755,-73.95977,0.0
331407,40.753822,-73.99337,0.0
573777,40.657642,-73.8749,0.0
185453,40.847107,-73.835175,0.0
348668,40.683094,-73.80576,0.0
249418,40.741074,-73.7258,1.0
337306,40.815845,-73.89544,1.0
45518,40.85365,-73.882744,0.0
754684,40.683636,-73.906746,1.0
151914,40.878643,-73.871605,0.0
13959,,,0.0
173092,40.87397,-73.906494,0.0
795786,40.672848,-73.9675,1.0
381827,40.86789,-73.86729,0.0
305209,40.664085,-73.731865,0.0
637731,40.662514,-73.77258,0.0
527840,40.61212,-73.98323,0.0
217624,40.68039,-73.88323,0.0
566996,40.6071476,-73.7495918,1.0
675556,,,0.0
420941,40.74687,-73.9788,0.0
676557,40.705246,-73.95908,0.0
107006,40.655945,-73.94147,0.0
426598,40.73826,-73.79895,0.0
527518,40.656837,-73.84415,2.0
561595,40.7404542,-73.8443632,0.0
583053,40.695858,-73.81891,1.0
760785,40.665977,-73.84157,1.0
356280,40.60686,-74.1158,0.0
423702,40.843685,-73.90767,1.0
579885,40.745174,-73.974754,0.0
581277,40.71843,-74.000534,1.0
367504,40.731785,-73.81082,1.0
27053,40.679855,-73.79554,1.0
120608,40.703762,-73.94262,2.0
631761,40.589348,-73.941765,0.0
497530,40.636074,-74.00896,0.0
431109,40.578045,-73.95945,0.0
138045,40.668724,-73.82145,0.0
23109,40.827755,-73.9117,0.0
526241,40.689865,-73.84281,0.0
564353,40.7134368,-73.7611864,0.0
612691,40.712,-73.82546,0.0
288081,40.63552,-74.0167,0.0
72473,40.706814,-73.92328,0.0
31731,40.625816,-73.99812,0.0
775390,40.57684,-73.982895,1.0
491066,40.832344,-73.89269,0.0
163732,40.771065,-73.95965,1.0
352560,40.78597,-73.96885,0.0
252675,40.68431,-73.90725,0.0
812974,,,1.0
824337,40.666294,-73.79899,0.0
455757,40.624977,-74.13597,0.0
7115,40.730537,-73.95065,0.0
140837,,,0.0
250385,40.74091,-73.83727,0.0
707221,40.743996,-73.85182,0.0
518602,40.835426,-73.85043,0.0
558148,40.6147332,-74.1603182,0.0
684348,40.739964,-73.81759,0.0
251104,40.651234,-73.86991,0.0
84510,40.82815,-73.93491,0.0
266813,40.721935,-73.987404,0.0
674357,40.804253,-73.96293,0.0
677575,40.689728,-73.99017,0.0
631446,40.720066,-73.95689,0.0
533260,40.773335,-73.94421,1.0
673703,40.744495,-73.98112,0.0
538649,40.83517,-73.8668,0.0
617340,40.698383,-73.78691,0.0
727191,40.54131,-74.18494,0.0
447041,40.8047,-73.91243,0.0
242773,40.736176,-73.71372,0.0
681089,40.596325,-73.76673,0.0
286728,40.679863,-73.878,0.0
375387,40.750717,-73.85877,1.0
185522,40.712536,-73.94236,0.0
805682,40.726135,-73.76318,0.0
681351,40.6215,-73.91317,0.0
435631,,,0.0
548784,,,0.0
168814,40.642864,-74.01266,0.0
159143,40.694008,-73.851204,0.0
647603,40.68899,-73.94503,0.0
557600,40.6440727,-74.0777656,0.0
589643,40.846413,-73.91689,1.0
44823,40.742302,-73.85391,0.0
495859,40.577946,-74.102325,0.0
709405,40.71865,-73.83771,1.0
47137,40.88254,-73.826965,0.0
754012,,,0.0
838309,40.7275886,-73.8877966,0.0
767620,40.829628,-73.92118,0.0
230313,40.758083,-73.87242,0.0
260650,40.671032,-73.93927,0.0
376692,40.699295,-73.9543,0.0
432975,40.750786,-74.00564,0.0
804759,40.76197,-73.92539,0.0
162023,,,2.0
488286,40.697998,-73.985466,2.0
201584,40.761856,-73.96343,0.0
303332,40.63021,-73.93294,0.0
349181,40.820198,-73.921486,0.0
44583,40.800663,-73.93659,0.0
809526,40.723877,-73.98986,0.0
549626,40.674397,-73.896515,0.0
683511,40.675907,-73.969505,1.0
348636,40.80545,-73.965775,0.0
247943,40.688774,-73.918076,0.0
127113,40.696064,-73.763084,4.0
838964,40.7195512,-73.9748892,0.0
257903,40.842518,-73.85298,0.0
588564,40.559063,-74.1758,0.0
531986,,,0.0
556514,40.8018007,-73.9610774,0.0
244805,40.6778,-73.823845,0.0
71927,40.680027,-73.83997,0.0
491655,40.882698,-73.911964,0.0
249247,40.70022,-73.96219,0.0
617362,40.87874,-73.901825,0.0
441449,40.804226,-73.91301,1.0
541299,40.61107,-74.00131,0.0
169011,,,0.0
580877,40.855812,-73.890785,0.0
586351,40.778137,-73.95449,0.0
606519,40.72802,-73.71056,0.0
567752,40.8584174,-73.8851356,0.0
328645,40.597824,-73.78255,1.0
108060,40.711338,-73.85646,0.0
519661,40.776577,-73.843506,0.0
312783,,,0.0
613522,40.61074,-74.09583,0.0
337380,40.628845,-73.99855,1.0
591513,40.698544,-73.96236,0.0
343778,,,1.0
481542,40.62418,-73.97048,0.0
350527,40.75684,-73.810135,1.0
33575,,,0.0
423959,40.718777,-73.995705,0.0
247195,40.68986,-73.95147,0.0
311863,40.696014,-73.92153,0.0
286339,40.743015,-73.951805,0.0
635098,40.76177,-73.979065,0.0
446918,40.696484,-73.81275,0.0
82743,,,1.0
814654,40.702858,-73.99288,0.0
373793,40.71427,-73.974945,1.0
618843,40.691406,-73.81273,0.0
829520,40.632095,-73.91861,0.0
496951,40.89074,-73.84,0.0
691066,40.65892,-73.889824,0.0
603194,40.665348,-73.72986,0.0
59274,40.88742,-73.89449,0.0
210543,40.844204,-73.89742,0.0
557544,40.6120796,-74.0852631,0.0
544519,40.699844,-73.991035,0.0
424608,40.882015,-73.8662,0.0
139996,40.764053,-73.99225,0.0
21948,40.790165,-73.80753,0.0
543387,40.68636,-73.810036,0.0
175819,40.70226,-73.93249,0.0
156580,40.82325,-73.88277,0.0
731508,40.681393,-73.787964,0.0
29594,40.632072,-73.940796,0.0
652022,40.7472362,-73.9933594,0.0
580629,40.650703,-74.00449,1.0
407782,40.8725,-73.90215,0.0
231358,40.88884,-73.83447,0.0
168593,40.753635,-73.91893,0.0
771546,40.72799,-73.75119,0.0
515729,40.62546,-74.08454,0.0
118999,40.666893,-73.80546,0.0
724115,40.739574,-73.79167,0.0
819098,40.723778,-73.94878,0.0
39356,,,1.0
300252,40.848373,-73.931465,0.0
469896,40.762756,-73.80085,0.0
440098,40.883354,-73.830574,1.0
136349,40.81666,-73.938995,0.0
344856,40.698696,-73.93477,0.0
484890,40.83664,-73.84954,0.0
829597,40.753696,-73.996704,1.0
710422,40.761406,-73.99417,0.0
376725,40.69351,-73.762375,0.0
257020,40.76036,-73.85688,0.0
821970,,,0.0
231242,40.667236,-73.770004,0.0
521441,40.71426,-73.77713,0.0
597939,40.674576,-73.8867,0.0
388892,40.563774,-74.15586,0.0
507607,40.754208,-73.812225,1.0
393961,40.72262,-73.901535,1.0
127943,,,0.0
311723,40.665512,-73.926384,1.0
176276,,,0.0
617540,40.844917,-73.926384,0.0
153749,40.7568,-73.873665,0.0
490844,,,0.0
554240,,,0.0
796174,40.59855,-74.1289,0.0
400744,40.81676,-73.917465,0.0
98453,40.736946,-73.73937,0.0
443156,40.824932,-73.82431,0.0
110619,,,0.0
17615,40.673073,-73.97645,1.0
273337,40.775234,-73.829025,0.0
105567,40.683514,-73.84064,0.0
306927,40.673748,-73.84324,1.0
539543,40.68343,-73.82661,0.0
481548,40.576107,-74.08244,0.0
235382,40.706738,-73.836525,0.0
276274,40.708622,-73.79395,1.0
99795,40.66925,-73.93944,1.0
262450,40.86165,-73.91076,0.0
494236,40.749023,-73.710655,0.0
836380,,,0.0
763143,40.68655,-74.008125,0.0
326128,40.773033,-73.98221,0.0
607880,40.675762,-73.87862,0.0
625937,40.786545,-73.95256,0.0
248923,40.706944,-73.91774,0.0
673186,40.862755,-73.901085,0.0
669179,40.805042,-73.936935,0.0
726851,40.74069,-73.86353,0.0
454986,40.67295,-73.92517,0.0
60987,40.748222,-73.943886,0.0
149542,40.866154,-73.86155,0.0
246360,40.75898,-73.99595,0.0
435005,40.57323,-74.14702,0.0
441379,40.714165,-74.00632,0.0
655212,,,0.0
396732,40.62893,-73.971375,0.0
477488,40.764214,-73.97096,0.0
753189,,,0.0
190210,40.815697,-73.91678,1.0
361848,40.678364,-73.77949,0.0
61092,40.691685,-73.98532,0.0
554298,40.7596199,-73.9619648,1.0
34826,40.679035,-73.938515,0.0
491922,40.74024,-73.94508,0.0
298225,40.80494,-73.96647,0.0
412745,40.665398,-73.95093,0.0
769030,,,0.0
490295,40.876335,-73.88821,0.0
67075,40.789017,-73.81865,2.0
578147,40.844173,-73.91746,0.0
205005,40.71512,-73.77358,4.0
195088,40.815983,-73.930405,0.0
445273,40.67767,-73.80334,0.0
338374,40.650597,-73.97209,0.0
49396,40.66077,-73.91975,0.0
692334,40.758373,-73.971,0.0
538879,40.655785,-73.95778,1.0
432813,40.59626,-73.76773,0.0
230465,40.715492,-73.834404,1.0
683131,40.76747,-73.75961,3.0
633215,40.828804,-73.84686,0.0
68245,40.71976,-73.84369,1.0
343657,40.72919,-73.98724,1.0
389247,40.725082,-73.99534,0.0
266296,40.768166,-73.83693,0.0
787554,40.740185,-73.986374,1.0
790611,40.650528,-73.95583,0.0
671677,40.668568,-73.91827,0.0
728472,40.689228,-73.9847,1.0
106778,40.674934,-73.80186,0.0
583708,40.76548,-73.913704,0.0
317992,40.748795,-73.834785,0.0
213317,,,0.0
19448,40.712215,-73.945724,0.0
631649,40.718143,-73.993835,1.0
335121,40.84322,-73.9418,0.0
586329,40.77041,-73.783035,0.0
456141,40.73043,-73.81506,0.0
415453,40.709923,-73.99047,7.0
734751,40.70119,-73.76171,0.0
286735,40.88486,-73.87766,0.0
749134,40.685207,-73.97814,0.0
175980,40.684284,-73.80802,0.0
125696,40.64254,-73.87652,2.0
845871,40.781788,-73.78394,0.0
818853,,,0.0
112241,40.76684,-73.838264,0.0
272293,40.769005,-73.992355,1.0
805994,,,0.0
361421,40.742874,-73.933945,0.0
677606,40.644672,-74.08718,0.0
498908,40.85573,-73.910416,1.0
825392,,,0.0
713907,40.736645,-73.70511,1.0
453460,40.65417,-73.91375,0.0
343032,40.749825,-73.972206,0.0
135631,40.756687,-73.785545,0.0
771680,40.838425,-73.941696,0.0
96823,40.761234,-73.96389,0.0
589724,40.688698,-73.92242,0.0
213702,40.671577,-73.94907,0.0
28789,40.629913,-73.98668,0.0
48900,40.718395,-73.826385,0.0
477406,40.68022,-73.775505,0.0
77467,,,0.0
480912,40.71755,-73.99932,0.0
13115,40.644432,-73.9296,1.0
715208,40.83369,-73.91386,1.0
727490,40.71779,-73.98862,0.0
543128,40.7699,-73.91608,0.0
67212,40.804695,-73.92239,0.0
30465,40.659336,-73.92726,0.0
448764,40.708042,-73.83092,2.0
472163,40.679443,-73.95638,0.0
691991,40.86676,-73.920616,0.0
367574,40.58382,-73.970856,0.0
93951,40.737423,-73.87612,0.0
183355,40.82499,-73.91662,0.0
376085,40.767113,-73.90405,0.0
149719,40.672146,-73.84318,0.0
533013,40.823578,-73.91418,0.0
117051,40.675663,-73.75248,0.0
809785,40.837967,-73.900696,0.0
772643,40.849804,-73.92033,0.0
647582,40.885952,-73.8279,1.0
645534,40.760475,-73.9222,0.0
143639,40.643143,-73.901474,0.0
353007,40.545673,-74.21632,0.0
822465,,,0.0
354857,40.78515,-73.94063,0.0
730286,40.58425,-73.9638,0.0
788380,40.76615,-73.919785,0.0
575737,40.70904,-73.84146,0.0
566796,,,0.0
826628,,,0.0
36311,40.611477,-73.94883,0.0
28371,40.873657,-73.89838,0.0
406214,40.61384,-73.981445,1.0
530152,40.57558,-74.08335,0.0
594983,40.638153,-74.01397,0.0
355110,40.874474,-73.90031,0.0
636121,40.798256,-73.82744,1.0
361762,40.765747,-73.871994,0.0
711927,40.71725,-73.99748,0.0
304321,40.666695,-73.767136,0.0
620793,40.736496,-73.909225,0.0
230806,40.70134,-73.88404,0.0
835099,40.8622592,-73.8958844,0.0
596383,40.64017,-73.91945,0.0
477167,40.727867,-73.99315,1.0
719179,40.72851,-73.90574,0.0
783026,40.61701,-73.969124,0.0
429256,40.665882,-73.99642,0.0
576467,40.81662,-73.86571,0.0
113606,40.739796,-73.792885,0.0
40754,40.705147,-73.7957,0.0
540926,40.66619,-73.93243,0.0
276552,40.63574,-74.02605,0.0
470869,40.670006,-73.95328,0.0
402902,40.65728,-73.947365,1.0
327973,40.82774,-73.90011,0.0
328758,,,0.0
114958,40.71735,-73.821686,0.0
123937,40.6109,-73.925224,0.0
318144,40.82057,-73.943565,1.0
720326,40.689903,-73.77501,0.0
393900,40.863792,-73.91942,0.0
605037,40.71138,-73.96645,0.0
834852,40.7172578,-73.8050603,0.0
560762,40.8859548,-73.896614,0.0
547876,40.665844,-73.753685,0.0
755688,40.714935,-73.81636,1.0
477050,40.69442,-73.93135,0.0
3374,40.74119,-73.79279,0.0
246206,40.727417,-73.94533,0.0
193813,,,0.0
386889,40.722485,-73.88051,0.0
508700,40.609512,-73.98957,1.0
424143,40.672886,-73.88757,0.0
309422,40.85166,-73.885704,0.0
584110,40.718296,-73.91401,0.0
340341,40.7523,-73.93214,0.0
252911,,,2.0
669621,40.679276,-73.92906,0.0
844433,40.7606468,-73.766605,0.0
777085,40.815117,-73.95871,1.0
672940,40.7681,-73.90512,0.0
243516,40.745384,-73.97836,0.0
321120,40.57597,-73.84801,0.0
110673,,,0.0
343565,40.728226,-74.002426,0.0
606348,40.722652,-73.94817,2.0
787779,40.6831,-73.93209,0.0
541642,40.724693,-73.7541,0.0
630172,40.65777,-73.93962,0.0
170475,40.624763,-73.96518,0.0
744840,40.77176,-73.83401,0.0
433116,40.609985,-73.96239,0.0
194091,40.761204,-73.75539,0.0
292995,40.830936,-73.91241,1.0
567980,40.8749943,-73.8184539,0.0
796156,40.691372,-73.80989,0.0
235118,40.82698,-73.830795,0.0
452216,40.63611,-73.926796,0.0
397066,40.78478,-73.9742,0.0
366749,40.728516,-73.88428,1.0
400154,40.805737,-73.94065,0.0
316674,40.74947,-73.7564,1.0
782596,40.7197,-73.855835,1.0
516510,40.752026,-73.9706,1.0
557041,,,0.0
123047,40.649654,-73.92047,0.0
786668,40.764362,-73.96162,0.0
746974,40.674305,-73.87049,0.0
81190,,,0.0
346951,40.695217,-73.841995,0.0
535053,40.680424,-73.77148,0.0
165599,40.74639,-73.977646,0.0
388807,40.734196,-73.819756,0.0
755231,40.755478,-73.729744,0.0
325927,40.629505,-73.94416,0.0
599111,40.877033,-73.846375,1.0
764976,40.76588,-73.99464,2.0
754190,40.777504,-73.954956,0.0
421963,40.5976,-73.971565,0.0
214141,40.653736,-73.73634,0.0
183569,40.78168,-73.84777,3.0
833390,40.764651,-73.823484,0.0
817134,40.665924,-73.75709,3.0
761942,40.72229,-73.86732,0.0
584096,40.764053,-73.96476,0.0
474137,40.753326,-73.78054,0.0
471286,40.64312,-74.11262,1.0
340635,40.715176,-73.951965,0.0
609915,40.767803,-73.95601,1.0
313669,40.608757,-74.038086,0.0
237137,40.742382,-73.883095,0.0
191069,40.90393,-73.84792,0.0
247693,40.584755,-73.94712,2.0
118535,40.690926,-73.92066,1.0
689366,40.637997,-74.02136,1.0
616060,40.68561,-73.92326,3.0
547389,40.65836,-73.930084,0.0
406872,40.71256,-73.732994,0.0
238089,,,0.0
418022,40.75855,-73.82964,0.0
684458,40.876022,-73.83387,0.0
49452,40.848938,-73.93708,1.0
475658,40.879135,-73.89955,1.0
183358,,,0.0
565749,40.8782895,-73.8700582,1.0
655653,40.6203231,-74.0272214,0.0
190235,40.870445,-73.87805,2.0
161845,40.820305,-73.89083,1.0
763088,40.858986,-73.89382,0.0
688231,40.68272,-73.82912,0.0
173167,40.740364,-73.89972,1.0
809277,,,0.0
749198,,,0.0
353892,40.62313,-74.01525,1.0
92724,40.646847,-73.950134,0.0
428130,40.71512,-73.77358,0.0
740022,40.693867,-73.99921,0.0
177115,40.6753,-73.96662,0.0
605800,40.75646,-73.987946,0.0
100139,,,0.0
845209,40.7623352,-73.8331717,0.0
153584,40.761272,-73.95571,0.0
359306,40.73261,-73.8686,0.0
651246,,,0.0
542724,40.88297,-73.82564,0.0
355145,,,0.0
251093,40.64989,-73.9033,0.0
320477,40.579803,-73.97184,0.0
441714,40.617268,-73.94463,0.0
175723,40.615345,-74.10419,0.0
788704,40.586205,-73.93417,0.0
77082,40.73594,-73.85887,0.0
483840,40.67268,-73.953026,0.0
153065,40.62433,-74.113945,0.0
10042,40.67117,-73.92534,1.0
639748,40.68337,-73.855286,1.0
503772,40.636566,-73.997696,1.0
761289,40.751537,-73.88368,0.0
81453,40.698757,-73.79406,0.0
807549,,,1.0
120137,40.824947,-73.87834,0.0
59889,40.675735,-73.89686,0.0
130134,40.880615,-73.91334,0.0
61815,40.848392,-73.937675,0.0
146698,,,0.0
800523,40.752712,-73.86418,0.0
243298,40.741737,-73.702065,0.0
522940,,,0.0
77042,40.740852,-73.91632,0.0
572247,40.7365558,-73.7119312,1.0
643700,40.740982,-73.946304,0.0
838571,40.7094979,-74.0138904,0.0
161470,40.84506,-73.916855,0.0
535836,40.54946,-74.22131,0.0
593811,40.677654,-73.82866,0.0
494727,40.544487,-74.176506,0.0
58059,40.677017,-73.92182,1.0
86708,40.644547,-73.8877,0.0
120252,40.751442,-73.97606,1.0
421056,40.745872,-73.914375,0.0
245973,40.578342,-73.849365,0.0
