,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED
468320,40.86006,-73.891136,0.0
128860,40.80034,-73.94789,0.0
373357,40.64057,-73.945564,0.0
512922,40.761665,-73.97492,0.0
771522,40.65207,-74.00676,0.0
799573,40.750786,-73.984215,0.0
117833,,,0.0
349210,40.856873,-73.88771,0.0
292360,40.807594,-73.96699,0.0
246601,40.848736,-73.93234,0.0
325852,40.734688,-73.95247,0.0
26699,40.68107,-73.94972,0.0
206287,40.663788,-73.87945,0.0
294506,40.60715,-73.89837,0.0
403807,,,0.0
358317,40.65342,-73.88898,0.0
209204,40.78542,-73.98399,0.0
556235,40.7876927,-73.9414769,0.0
397724,,,0.0
350557,40.77086,-73.92992,1.0
530421,40.8479,-73.919685,0.0
115963,40.818016,-73.96043,0.0
151324,40.73025,-73.887314,0.0
240731,40.712753,-73.94774,0.0
747043,40.60381,-73.75213,0.0
250841,40.61196,-73.96816,0.0
503400,40.78905,-73.81294,0.0
49253,40.617905,-73.960976,1.0
237042,40.73931,-73.91947,0.0
656863,40.7844767,-73.786185,0.0
256948,40.632484,-73.94663,0.0
166171,40.698,-73.97479,2.0
99770,0.0,0.0,0.0
551557,40.73319,-73.866875,0.0
303931,40.608105,-73.75414,0.0
594289,40.85638,-73.82631,0.0
129946,0.0,0.0,0.0
586576,40.87673,-73.847305,0.0
744660,40.705616,-73.88346,2.0
550888,40.59506,-73.927605,0.0
368356,40.541378,-74.16979,0.0
154067,40.719437,-73.94063,0.0
95221,40.661163,-74.00069,0.0
683157,40.6338,-73.8897,0.0
309709,40.797943,-73.94003,0.0
419138,40.85227,-73.82854,0.0
343409,40.84519,-73.9112,0.0
80019,40.575413,-73.98347,1.0
760648,40.745613,-73.9462,0.0
542808,40.747272,-73.96673,0.0
51833,,,0.0
30179,40.66899,-73.99641,0.0
240114,,,1.0
456517,,,0.0
375091,40.789333,-73.97896,0.0
639038,40.65355,-73.86232,2.0
290206,40.673676,-73.79376,0.0
646979,40.628643,-73.92019,1.0
381718,40.748245,-73.976295,0.0
489584,40.69122,-73.93969,0.0
143252,40.720837,-73.997665,0.0
526796,40.821304,-73.94036,0.0
465660,40.690907,-73.95542,0.0
214933,40.724667,-73.82076,0.0
757635,40.598476,-73.93141,0.0
786754,40.747894,-73.989174,0.0
2601,,,1.0
663288,40.825897,-73.93936,0.0
813621,40.770313,-73.99141,0.0
5855,40.739574,-73.79167,0.0
463954,40.672886,-73.99922,2.0
189794,40.627396,-73.91811,0.0
495548,40.768482,-73.98208,0.0
844793,40.7339,-73.9542,1.0
537805,40.691853,-73.86398,0.0
424214,40.709675,-73.78514,0.0
354083,40.861862,-73.91282,2.0
673068,40.69992,-73.90305,0.0
5233,40.64644,-74.07884,0.0
602719,40.681503,-73.904106,0.0
336432,40.78884,-73.81381,1.0
680381,40.745235,-73.937706,0.0
629093,40.680035,-73.829994,2.0
765180,40.74608,-73.974945,0.0
739929,40.730522,-73.95851,0.0
633405,40.603867,-74.119865,0.0
350036,,,0.0
284358,40.689144,-73.99071,0.0
575504,40.776608,-73.844406,0.0
725073,40.658924,-74.00302,0.0
60978,40.75334,-73.79344,0.0
592442,40.686348,-73.9126,0.0
711501,40.820053,-73.92666,0.0
629967,40.770054,-73.914406,0.0
335035,40.749157,-73.86943,0.0
663108,40.79801,-73.827065,0.0
422032,,,0.0
156755,40.524265,-74.18537,0.0
338525,40.812843,-73.94378,0.0
475918,40.668602,-73.86862,6.0
340849,40.70524,-73.77508,0.0
22045,40.733147,-74.005875,0.0
437367,40.760612,-73.98799,0.0
761028,40.675762,-73.73133,0.0
327825,40.718124,-73.85896,0.0
604940,40.63735,-74.12868,0.0
785082,40.723904,-74.0047,0.0
25938,40.746883,-73.76348,0.0
401747,40.9046,-73.852936,0.0
446217,40.607624,-74.16551,0.0
719914,40.62387,-74.07922,0.0
634917,40.769817,-73.78237,1.0
380875,40.720726,-73.760185,0.0
214085,40.637474,-73.993164,0.0
547186,40.74839,-73.98655,0.0
672803,40.813175,-73.89845,0.0
69213,40.568226,-74.126,0.0
489783,40.690468,-73.9879,1.0
665891,40.67112,-73.913506,0.0
786049,40.58956,-73.95952,1.0
813071,,,1.0
751216,40.744606,-73.83645,0.0
250657,40.74348,-73.921486,0.0
288179,40.715324,-74.01579,0.0
821035,,,0.0
675155,40.74335,-73.874695,1.0
256736,40.654957,-74.007034,0.0
510486,40.70342,-73.836624,1.0
766386,40.824535,-73.82032,0.0
339997,40.78221,-73.95993,1.0
513717,40.810684,-73.95452,0.0
26180,40.728638,-73.88239,1.0
830398,,,0.0
132536,40.755302,-73.97536,1.0
103994,40.834316,-73.9396,0.0
277036,40.71146,-73.79647,1.0
254649,40.745632,-73.906425,0.0
431931,,,0.0
741855,40.679913,-74.00226,0.0
491002,40.7112,-73.79636,1.0
613062,40.664314,-73.75211,0.0
441570,,,0.0
517864,40.784996,-73.824234,0.0
259528,40.823116,-73.89115,0.0
613629,40.58619,-73.98328,0.0
602459,40.559486,-74.12246,0.0
327063,40.812664,-73.906334,2.0
694334,,,0.0
15977,40.833183,-73.93022,0.0
125089,40.71347,-73.91297,0.0
617114,40.7133,-73.96742,0.0
554093,40.7016512,-73.9914842,0.0
425982,40.80682,-73.91749,0.0
235949,40.67757,-73.88604,0.0
773616,,,0.0
159438,40.67224,-73.96104,0.0
70695,40.762486,-73.96298,1.0
786349,40.73452,-73.98239,0.0
582129,40.702957,-74.01151,0.0
18037,40.61264,-74.12839,0.0
225599,40.754147,-73.722885,0.0
357454,40.818,-73.9132,0.0
355783,40.749447,-73.98108,0.0
150823,40.562565,-74.1828,0.0
709641,40.67212,-73.88923,0.0
413476,40.66612,-73.82225,5.0
119793,40.7263,-73.94913,0.0
600107,40.71902,-73.94248,0.0
457324,40.8047,-73.91243,0.0
816984,40.7121614,-73.8850738,0.0
604506,40.701714,-73.9288,0.0
267630,40.73222,-74.00356,0.0
141336,40.798252,-73.95249,0.0
428545,40.67069,-73.91703,1.0
574916,40.674644,-73.88618,2.0
803383,40.741295,-73.88029,0.0
417004,40.60145,-74.01164,0.0
143961,40.66678,-73.88162,0.0
186240,40.85401,-73.87187,0.0
547107,40.699013,-73.79573,0.0
197417,40.529263,-74.18986,0.0
410563,40.7222,-74.01057,0.0
41374,40.71983,-73.98755,0.0
39419,40.642044,-73.98124,0.0
391859,40.73699,-73.89896,0.0
66509,40.770554,-73.83551,0.0
275788,40.756676,-73.920876,0.0
784195,40.869293,-73.901535,0.0
166838,40.764614,-73.95833,0.0
802914,40.845104,-73.91494,0.0
329246,40.72773,-73.90674,0.0
776115,40.66919,-73.99682,0.0
117904,40.846237,-73.91818,0.0
267058,40.70462,-73.91891,0.0
440032,40.68902,-73.98617,0.0
210168,40.682644,-73.97175,0.0
595122,40.71293,-73.904625,0.0
75741,40.66539,-73.9204,0.0
336490,40.64157,-73.99845,0.0
474925,40.701588,-73.74865,1.0
389670,40.838665,-73.84441,0.0
609745,40.679897,-73.74757,0.0
753832,,,1.0
531196,40.686703,-73.97158,0.0
358551,,,0.0
143968,40.75327,-73.92803,0.0
610166,40.726433,-73.88945,0.0
281904,40.677025,-73.95268,3.0
553348,,,0.0
606976,40.867012,-73.92312,1.0
81256,40.75389,-73.91651,2.0
164365,40.697998,-73.92606,0.0
630444,40.625893,-73.92661,1.0
281439,,,0.0
1456,40.705868,-74.01326,0.0
845711,40.7813162,-73.9461296,0.0
280431,40.608204,-73.920715,0.0
514354,40.70114,-73.738014,0.0
109931,40.658657,-73.771996,0.0
464031,40.76635,-73.88756,0.0
562442,40.7176878,-73.7935189,0.0
224591,40.607246,-73.98056,0.0
40010,40.62694,-74.16427,0.0
654784,40.7234503,-74.0038278,0.0
311460,40.76786,-73.96408,0.0
33735,,,0.0
752386,40.703873,-73.91256,0.0
200072,,,1.0
752114,40.716946,-73.99819,0.0
671599,40.617943,-74.03332,2.0
699168,40.720245,-73.9444,0.0
253657,40.878265,-73.903046,0.0
403359,40.627365,-74.166565,1.0
711061,40.749897,-73.93782,0.0
591177,40.774403,-73.984695,0.0
416684,40.768913,-73.88873,0.0
70332,40.626495,-74.160255,0.0
74890,40.66743,-73.76676,0.0
591942,40.628983,-74.04106,0.0
232963,40.704716,-73.92875,0.0
686847,40.795437,-73.97365,0.0
471583,40.72032,-73.99404,0.0
772852,,,0.0
486215,40.60949,-73.95334,0.0
396535,40.577934,-73.97964,0.0
290136,40.68718,-73.79914,0.0
524280,40.5777,-74.117584,0.0
58681,40.81552,-73.918625,0.0
392021,40.814102,-73.940865,1.0
129259,40.711338,-73.85646,1.0
723467,40.736317,-73.857605,0.0
442721,40.72247,-73.987144,0.0
72577,40.78791,-73.95579,0.0
449726,40.690647,-73.85839,0.0
290008,40.853813,-73.90734,0.0
493037,,,1.0
690622,40.74668,-73.81478,1.0
218693,40.75667,-73.828804,0.0
306188,40.675827,-73.817276,0.0
247228,40.722256,-73.904526,0.0
5810,40.81632,-73.89622,0.0
556930,40.870041,-73.8996867,0.0
765246,40.75491,-73.97636,0.0
299103,40.596397,-73.98521,1.0
535020,40.735,-73.9207,0.0
753379,40.76181,-73.91561,0.0
356117,40.747974,-73.75999,0.0
709877,40.75544,-73.72199,0.0
325698,40.53669,-74.191376,0.0
652374,40.7592322,-73.8860358,0.0
626665,40.723442,-73.93899,0.0
475383,40.636086,-73.95091,1.0
761035,40.759842,-73.984184,0.0
424739,40.699844,-73.991035,0.0
157155,40.71207,-73.996956,1.0
24024,40.685722,-73.85738,1.0
54889,40.618427,-74.09387,0.0
150439,40.63664,-73.97969,0.0
314026,40.630142,-74.08517,0.0
549270,40.787228,-73.78703,0.0
639767,40.737923,-73.79033,1.0
217010,40.882217,-73.88046,1.0
462148,40.819736,-73.885,0.0
784625,40.87835,-73.870346,0.0
318385,,,0.0
174937,40.602592,-73.74969,1.0
202238,40.866432,-73.86155,0.0
442675,40.5438,-74.19474,0.0
141979,40.638023,-73.89439,0.0
427912,40.83698,-73.829765,1.0
255312,40.820305,-73.89083,0.0
172881,40.75404,-73.98471,0.0
293878,40.745647,-73.88166,0.0
66183,40.74084,-73.72681,0.0
768059,40.853813,-73.85184,0.0
544735,40.65254,-73.95185,0.0
653822,40.6694586,-73.8628301,0.0
689362,,,0.0
193499,40.77645,-73.90167,1.0
41786,40.691162,-73.84598,0.0
177787,40.722725,-73.94748,0.0
317453,40.752262,-73.83446,0.0
169478,40.75369,-73.74445,0.0
209648,40.711376,-73.73118,0.0
594137,40.88271,-73.881256,0.0
579264,40.79522,-73.921524,0.0
445311,40.620674,-74.07742,0.0
506688,40.80822,-73.9545,0.0
327705,40.710888,-73.9808,0.0
437458,40.6094,-73.967674,0.0
710992,40.749054,-73.99576,0.0
446191,40.600742,-73.75392,0.0
509158,40.756317,-73.83369,0.0
376797,40.642097,-73.94674,0.0
447479,,,0.0
123214,40.699165,-73.914925,0.0
183862,40.756687,-73.94455,0.0
837311,40.6433621,-73.9468572,0.0
779833,40.88155,-73.9065,0.0
735227,40.696217,-73.7436,0.0
609665,40.674004,-73.94455,0.0
584478,40.668156,-73.79726,0.0
594629,,,0.0
645680,40.731968,-73.923225,0.0
379817,40.86247,-73.90029,0.0
448139,40.681137,-73.95567,0.0
217567,40.750137,-73.8806,0.0
462774,40.704422,-73.792854,0.0
2826,40.64019,-74.07563,0.0
222225,40.684643,-73.82236,0.0
829778,40.725933,-73.90073,0.0
189044,40.74076,-73.99169,0.0
55114,40.726444,-73.95233,0.0
299058,40.842945,-73.89061,1.0
807899,,,0.0
821938,,,0.0
432283,40.69496,-73.98717,0.0
725583,40.76055,-73.983986,0.0
236595,40.716015,-74.00883,0.0
132955,40.68405,-73.97746,0.0
135090,40.86357,-73.92602,0.0
527063,40.71762,-74.00028,0.0
499900,40.74406,-74.00682,0.0
507366,40.760338,-73.89477,1.0
582828,40.583725,-73.89372,0.0
750421,40.67517,-73.98471,0.0
395168,40.846657,-73.89619,0.0
259761,40.812817,-73.89198,0.0
16289,40.719643,-73.83507,0.0
462414,40.675434,-73.9037,0.0
3018,40.63491,-74.01017,1.0
546175,40.689133,-73.951324,1.0
390119,40.699806,-73.98351,0.0
359569,,,0.0
737128,40.88487,-73.91026,0.0
701973,40.831463,-73.90567,0.0
628829,40.821976,-73.9,0.0
550660,40.75834,-73.95775,0.0
832916,40.7625005,-73.7825216,0.0
368345,40.684,-73.95031,0.0
608366,40.653378,-73.90658,0.0
358889,40.810684,-73.95452,0.0
190326,40.556534,-74.12813,0.0
658587,40.5870756,-74.1039242,0.0
582472,40.608757,-74.038086,1.0
423052,40.679737,-73.76162,1.0
213308,40.86446,-73.91895,0.0
844781,40.737644,-73.97416,0.0
345067,40.608204,-73.920715,0.0
63827,40.66684,-73.78941,1.0
788016,40.74408,-73.851845,0.0
144997,40.725285,-73.79334,0.0
486208,40.75829,-73.83431,0.0
171226,40.86227,-73.83102,0.0
150564,40.850845,-73.87146,0.0
281281,40.696114,-73.98114,0.0
808938,,,0.0
147223,40.757233,-73.9898,1.0
579874,40.623657,-74.1491,0.0
392652,40.72303,-73.810135,0.0
143817,40.677776,-73.96494,0.0
605954,40.846004,-73.883965,0.0
371718,40.826077,-73.87816,0.0
93664,40.661915,-73.944916,0.0
541086,40.599834,-73.96821,1.0
444423,40.777,-73.96164,0.0
280468,40.716824,-73.82019,0.0
64009,40.721474,-73.98383,1.0
509074,40.877403,-73.88072,1.0
108131,40.753338,-73.92028,1.0
518531,40.707714,-73.802795,1.0
591970,40.68631,-73.97445,0.0
656385,40.6339973,-73.9477726,0.0
548289,40.58481,-73.98301,1.0
662209,40.760475,-73.9222,0.0
468941,40.83449,-73.940056,1.0
846209,,,2.0
514205,,,0.0
656378,40.869083,-73.84359,1.0
467005,40.55959,-74.16958,0.0
448068,40.706375,-74.0057,1.0
604292,40.778797,-73.98206,1.0
540052,40.865696,-73.926865,0.0
616036,40.723343,-73.820045,0.0
161064,40.681488,-73.77233,0.0
755739,40.680046,-73.75276,0.0
199114,40.63779,-73.984604,0.0
626542,40.665276,-73.82955,0.0
268941,40.619186,-73.98102,4.0
722739,40.76047,-73.984634,0.0
552977,40.556194,-74.21261,0.0
668493,40.623688,-74.01467,0.0
324105,40.72458,-73.97628,0.0
454548,40.693047,-73.99074,0.0
403076,40.893047,-73.85633,0.0
289397,,,0.0
715982,40.701767,-73.93749,0.0
127269,40.73391,-73.875725,4.0
559089,40.7639911,-73.958782,0.0
315782,40.700237,-73.74805,0.0
391570,40.72361,-73.903145,0.0
473030,40.80635,-73.938095,0.0
395142,40.734318,-73.873215,0.0
734971,40.77303,-73.97829,0.0
580700,40.85325,-73.89308,0.0
802778,,,0.0
34431,40.749825,-73.972206,0.0
285393,40.69016,-73.98161,0.0
525394,40.86778,-73.83482,0.0
309165,40.77861,-73.84249,0.0
45748,40.74044,-73.949936,0.0
771828,40.678726,-73.91906,1.0
147888,40.840824,-73.94597,2.0
347571,40.666122,-73.9425,0.0
652560,,,0.0
318443,40.8518,-73.909225,0.0
515521,40.597656,-73.96116,0.0
704767,40.84756,-73.89474,0.0
258964,40.63082,-73.88636,0.0
265649,40.90034,-73.90591,0.0
825803,40.71388,-73.94912,0.0
275542,40.75585,-73.88259,0.0
43357,40.719406,-73.902504,0.0
165247,40.58425,-73.9638,0.0
838565,,,0.0
506636,40.869316,-73.91674,0.0
621959,40.620922,-73.99961,1.0
71514,40.746082,-73.92856,0.0
752810,40.676094,-73.94992,0.0
284744,40.81342,-73.93715,0.0
365579,40.709526,-73.768265,0.0
559896,40.6803904,-73.949557,0.0
154975,40.82214,-73.930824,0.0
820511,,,1.0
514068,40.73305,-74.00642,0.0
784729,40.80016,-73.93538,0.0
390450,40.70094,-73.94105,0.0
270307,40.768875,-73.94898,0.0
768639,40.756397,-73.804535,0.0
716089,40.580208,-74.09975,0.0
695069,40.898605,-73.85468,0.0
832186,40.7526415,-73.9398726,0.0
835318,40.691029,-73.7807822,0.0
334234,40.68644,-73.92249,0.0
246619,40.748985,-73.979965,0.0
739229,40.60696,-74.16232,1.0
28228,40.808372,-73.91301,0.0
382169,40.774757,-73.94307,0.0
606536,40.71976,-73.94476,0.0
195054,40.70031,-73.995384,0.0
54255,40.662514,-73.881516,0.0
757102,40.76948,-73.95787,0.0
602173,40.88279,-73.869644,1.0
591471,40.644,-73.87584,1.0
548759,40.68733,-73.98183,2.0
46922,40.63683,-73.98607,0.0
623356,40.75456,-73.90959,0.0
666543,40.746616,-73.99382,0.0
721945,40.58227,-73.98612,0.0
659272,,,0.0
537713,40.830837,-73.9166,0.0
147039,40.74956,-73.8548,1.0
122341,40.784565,-73.95189,0.0
329751,40.756096,-73.74655,2.0
428428,40.664413,-73.88727,1.0
290032,40.610653,-73.95355,2.0
299750,40.6893,-73.9498,1.0
742158,40.79275,-73.97132,0.0
197883,40.678276,-73.910805,1.0
697443,40.712402,-73.938805,0.0
362236,40.609047,-73.93432,0.0
600795,40.868366,-73.88981,0.0
807618,40.63082,-73.88636,0.0
794313,40.82451,-73.95186,0.0
558563,40.8678592,-73.8412228,0.0
771039,,,1.0
114187,40.744186,-73.991875,0.0
321910,40.746082,-73.92856,0.0
744352,40.705147,-73.7957,1.0
819050,40.6409147,-73.9736422,0.0
53820,,,0.0
781273,40.677856,-73.97363,0.0
803306,40.645664,-74.00974,1.0
456328,40.820095,-73.955086,0.0
538415,40.669857,-73.95051,0.0
159208,40.675663,-73.9277,0.0
813801,40.617325,-74.0177,0.0
689587,40.76155,-73.96659,0.0
587506,40.743996,-73.94136,0.0
243216,40.77077,-73.91727,0.0
202214,40.77039,-73.91771,0.0
510142,40.75587,-73.88234,0.0
157998,40.618088,-74.02274,3.0
540838,40.577213,-73.96329,1.0
395651,40.681335,-74.00297,0.0
387411,40.637848,-73.968376,0.0
363057,40.87324,-73.90426,0.0
314997,40.78319,-73.98446,0.0
692342,40.700474,-73.73836,1.0
316485,40.669476,-73.919975,0.0
63607,40.747852,-73.99291,0.0
589301,40.583023,-73.95736,0.0
16333,40.87862,-73.89911,0.0
578053,40.774426,-73.898796,0.0
487892,40.826584,-73.84664,1.0
607749,40.745476,-73.90446,0.0
688383,40.778606,-73.98163,0.0
258698,40.67399,-73.73506,0.0
346489,40.810932,-73.88557,0.0
807462,,,0.0
775591,40.761234,-73.96389,0.0
593358,40.73323,-73.989944,0.0
486750,40.571987,-74.10823,0.0
563542,40.692425,-73.9607374,1.0
443004,40.675568,-73.73378,0.0
228033,40.846237,-73.91818,0.0
318384,40.57207,-73.997925,0.0
77720,40.73723,-74.000656,1.0
503072,,,0.0
485570,40.742584,-73.71223,0.0
561859,40.7262387,-73.937941,0.0
484024,40.65477,-74.00708,2.0
123466,40.757164,-73.82212,0.0
232162,40.841835,-73.92243,0.0
165365,40.660248,-73.93131,0.0
190059,40.664005,-73.94923,0.0
295796,40.850506,-73.93287,0.0
408189,40.708042,-73.95816,0.0
623027,40.76663,-73.88903,0.0
745881,40.696793,-73.77961,0.0
311519,40.765614,-73.9607,0.0
489680,40.725914,-74.008354,0.0
11388,40.723476,-73.99845,0.0
833921,,,0.0
213565,,,0.0
444649,40.73376,-73.81746,0.0
270407,40.827423,-73.836754,0.0
151114,,,0.0
842777,40.8812664,-73.8387425,0.0
239674,,,0.0
788560,40.69595,-73.86237,2.0
110094,40.8047,-73.91243,0.0
481028,40.59423,-73.908325,0.0
35579,40.700214,-73.94632,0.0
509855,40.666405,-73.802635,0.0
200908,40.542423,-74.14592,0.0
685094,40.863033,-73.92783,0.0
537135,40.706657,-74.015915,0.0
54573,,,0.0
528844,40.624214,-74.13778,1.0
349704,40.852306,-73.89811,0.0
424741,40.838238,-73.876686,0.0
12994,40.765354,-73.81733,0.0
638992,40.7606,-73.96434,0.0
47221,40.697464,-73.959984,0.0
104196,40.817844,-73.94185,0.0
713258,40.86304,-73.85807,1.0
457806,40.713688,-73.94427,1.0
66088,40.826427,-73.89031,0.0
146884,40.81175,-73.93144,0.0
756607,40.637127,-73.99711,0.0
519877,40.756897,-73.81596,0.0
838090,40.7401843,-73.986363,0.0
189013,40.813774,-73.95969,1.0
303337,40.64463,-73.96197,0.0
690833,40.76813,-73.87625,0.0
727726,40.75332,-73.74477,0.0
398861,40.636433,-73.89876,0.0
378795,40.67597,-73.933235,0.0
289542,40.720154,-73.94075,0.0
554217,40.7433339,-73.7811045,0.0
25138,40.679367,-73.879715,0.0
470572,40.665474,-73.74751,0.0
37499,40.84543,-73.91399,0.0
534340,,,0.0
274168,40.685184,-73.920456,1.0
341294,40.752937,-73.92204,1.0
467920,40.74747,-73.8839,1.0
511171,40.671925,-73.939186,0.0
601389,40.743164,-73.77733,0.0
86552,40.89417,-73.856964,0.0
518764,40.755318,-73.98524,0.0
120343,40.657173,-73.921074,0.0
344046,40.75326,-73.864456,1.0
665569,40.635983,-73.97411,0.0
126492,40.709377,-73.84413,2.0
706357,40.801155,-73.959656,1.0
346391,40.68156,-73.94539,0.0
50411,40.73527,-73.743034,2.0
526043,40.675526,-73.84608,0.0
465353,40.723747,-74.00612,2.0
478031,40.77373,-73.96402,1.0
516595,40.670067,-73.90823,0.0
85549,40.812725,-73.94931,0.0
234749,40.69897,-73.95702,0.0
802671,40.699467,-73.992386,0.0
742345,40.75587,-73.972824,0.0
309458,40.704033,-73.81711,0.0
775991,,,0.0
379307,40.760857,-73.961075,0.0
519030,40.607555,-74.08711,0.0
388545,40.831978,-73.93515,0.0
710955,40.763885,-73.72672,0.0
411571,40.66386,-73.82297,0.0
274195,40.767155,-73.83559,0.0
607500,40.684563,-73.93238,0.0
340826,40.629986,-73.97157,0.0
694175,40.87551,-73.83485,0.0
32903,40.721474,-73.98383,0.0
481544,40.556526,-74.13934,0.0
534540,40.752403,-73.92442,0.0
100481,40.66919,-73.99682,0.0
246616,40.747364,-73.88659,0.0
438101,40.69238,-73.82719,0.0
200531,40.747833,-73.83301,0.0
103142,40.620956,-73.91742,0.0
314521,40.67098,-73.99997,0.0
157573,40.7145,-73.957565,0.0
818424,,,0.0
404317,,,0.0
240408,40.819057,-73.92923,0.0
563292,40.6229635,-74.0118335,0.0
561211,,,0.0
568954,40.5763473,-73.9673536,1.0
295838,40.896416,-73.90831,0.0
647428,40.57322,-74.106995,0.0
37851,40.735424,-73.84466,1.0
516387,40.6485,-73.9707,0.0
32078,,,0.0
367644,40.800552,-73.958206,0.0
447878,40.68004,-73.978,1.0
567311,40.8081722,-73.9563452,1.0
134880,40.72416,-73.754974,0.0
571112,40.7484001,-73.9999386,0.0
429604,40.83038,-73.94806,0.0
282339,40.75922,-73.71651,0.0
361139,40.663776,-73.889915,0.0
214057,40.73594,-73.85887,0.0
198985,40.75472,-73.81704,0.0
255858,40.654003,-73.979935,0.0
174437,40.85425,-73.86771,1.0
518258,40.77855,-73.925674,0.0
431609,40.744686,-73.916504,1.0
160852,40.67054,-73.820885,0.0
821428,,,0.0
133769,40.683292,-73.84943,3.0
298448,40.654636,-74.00709,0.0
46992,40.61185,-74.010254,0.0
627376,40.7615,-73.997826,0.0
204693,40.68033,-73.968666,1.0
125833,40.639782,-74.00151,0.0
504529,40.811,-73.91724,0.0
176816,40.6575,-73.839455,0.0
817230,40.7376403,-73.8959311,0.0
117265,40.643166,-73.88983,0.0
555601,40.6527885,-73.919961,0.0
133457,,,0.0
302285,40.67642,-73.94154,1.0
703084,0.0,0.0,0.0
756849,40.644863,-73.91113,1.0
645388,40.758327,-73.957825,0.0
464142,40.604153,-74.05198,2.0
393864,40.606876,-73.94795,1.0
795297,40.792187,-73.9382,1.0
580147,40.884563,-73.85551,1.0
559905,40.6757932,-73.9443762,0.0
114800,40.746037,-73.990524,0.0
527467,40.835297,-73.91291,0.0
597350,40.752327,-73.97217,1.0
312141,40.683105,-73.874115,0.0
393952,40.54431,-74.16247,0.0
295257,40.825382,-73.926186,1.0
90251,40.844173,-73.91746,3.0
539233,40.722607,-74.00521,0.0
686287,40.54345,-74.17443,0.0
813969,,,0.0
24194,,,0.0
74376,40.787506,-73.94882,0.0
606020,40.83435,-73.864525,0.0
201096,40.749718,-73.86419,0.0
534116,40.75597,-73.91262,1.0
744248,40.70537,-73.775826,0.0
764830,40.823284,-73.88762,0.0
135110,40.835915,-73.8731,0.0
170438,40.670216,-73.98672,0.0
555724,40.7722895,-73.9153947,0.0
230934,40.771824,-73.91976,0.0
190667,40.616413,-74.103516,0.0
314881,40.72293,-73.847336,0.0
106633,40.841717,-73.94435,0.0
349035,40.681126,-73.96446,1.0
231766,40.730442,-73.91367,0.0
729274,40.68608,-73.99091,0.0
431212,40.687225,-73.821625,0.0
644890,40.716454,-74.01306,0.0
561350,40.5798272,-73.9762114,0.0
608695,40.838196,-73.901184,0.0
649697,40.615917,-73.986496,0.0
36206,40.61132,-74.114716,0.0
9282,40.71214,-73.80952,0.0
72174,40.826992,-73.820045,0.0
258343,40.589664,-73.97422,0.0
581099,40.648266,-73.90581,0.0
323332,40.60954,-74.14998,0.0
376798,40.80907,-73.94455,0.0
765779,40.604637,-73.97614,0.0
782983,40.76769,-73.98213,0.0
1134,40.631668,-73.99563,0.0
562353,40.7675006,-73.8330144,1.0
185343,40.640347,-74.00093,0.0
807930,,,0.0
760275,40.67052,-73.86116,0.0
461812,40.70904,-73.84146,0.0
334519,40.700577,-73.98483,1.0
35559,,,0.0
330283,40.84127,-73.86788,0.0
175795,40.75462,-73.97374,0.0
144191,40.742493,-73.87337,0.0
219270,40.709587,-73.898834,0.0
314816,40.66929,-73.842445,0.0
594175,40.728836,-73.95117,0.0
760936,40.84827,-73.88312,0.0
55221,40.74608,-73.974945,0.0
58791,,,0.0
733265,40.845062,-73.91839,0.0
757126,40.569687,-74.15024,0.0
68151,40.67733,-74.01293,0.0
466612,40.77183,-73.904625,0.0
665939,,,0.0
812801,,,0.0
155510,40.703026,-73.80845,0.0
168136,40.698837,-73.91407,0.0
231097,40.794807,-73.94441,0.0
540479,40.71614,-73.83357,1.0
338133,40.778137,-73.95449,0.0
508977,40.76132,-73.9171,0.0
791748,40.63692,-73.93752,0.0
446063,40.667164,-73.93407,0.0
533995,40.763264,-73.82796,0.0
339096,40.86258,-73.925385,0.0
286845,40.666397,-73.73857,0.0
679361,,,0.0
525197,40.785866,-73.950935,0.0
408285,40.867634,-73.916595,0.0
649295,40.825573,-73.918465,0.0
52483,40.850037,-73.78767,0.0
41317,40.76906,-73.961105,1.0
516608,40.691895,-73.77822,0.0
301423,40.888718,-73.86334,0.0
401936,40.754658,-73.72793,0.0
176893,40.729996,-73.91187,0.0
132668,40.862778,-73.906166,0.0
587783,40.701836,-73.78943,0.0
694006,40.638092,-74.0779,0.0
487816,40.676872,-73.94985,0.0
723920,40.717014,-73.7994,0.0
555365,40.7457274,-73.9781227,0.0
141671,40.866154,-73.86155,1.0
738410,40.77573,-73.92603,0.0
614400,40.71843,-74.000534,0.0
552830,40.723236,-73.99674,1.0
259066,40.657833,-73.91454,0.0
148025,40.634815,-73.88094,0.0
300471,40.715023,-73.80765,0.0
291823,40.65762,-73.90376,0.0
263770,40.82866,-73.87824,0.0
669834,40.651657,-73.95058,1.0
276523,40.76399,-73.958786,0.0
543523,40.734077,-73.704155,2.0
300122,40.587727,-73.81537,0.0
733466,40.86062,-73.82813,0.0
662783,40.709858,-73.93968,0.0
241561,40.741993,-73.7752,0.0
77868,40.63834,-74.01736,0.0
21293,,,0.0
87927,40.845222,-73.86613,0.0
196755,40.611073,-74.00896,1.0
502924,40.755028,-73.872696,0.0
379656,40.611603,-73.97138,1.0
205381,40.74451,-73.99162,0.0
532864,40.670887,-73.93649,0.0
2687,40.680653,-73.75286,1.0
26968,40.712708,-73.78357,0.0
105127,40.840866,-73.87281,1.0
192156,40.693455,-73.92522,0.0
709208,40.802753,-73.93358,1.0
