,start_lat,start_lng,end_lat,end_lng
266857,41.872187,-87.661501,41.871737,-87.65103
567934,41.886835,-87.62232,41.906866,-87.626217
647652,41.91574166666667,-87.6346665,41.94,-87.64
819447,41.87,-87.62,41.87,-87.62
292293,41.8,-87.72,41.78,-87.72
506020,41.9,-87.69,41.92,-87.7
175972,41.936751604,-87.636810899,41.9366884494997,-87.63682901859283
459586,41.877245,-87.639366,41.870769,-87.625734
672945,42.03,-87.68,42.03,-87.68
344344,41.932418,-87.652705,41.94367,-87.64895
595893,41.914718666666666,-87.643433,41.929546,-87.643118
522931,41.909374,-87.67767383333333,41.94,-87.75
490717,41.926277,-87.630834,41.892278,-87.612043
790335,41.99,-87.66,41.880958,-87.616743
487369,41.88937546663168,-87.62707650661469,41.892278,-87.612043
202078,41.89,-87.62,41.884114,-87.654264
610311,41.89084704062381,-87.61861681938171,41.889906,-87.634266
822926,41.87,-87.63,41.87,-87.62
390005,41.92556258,-87.65840426,41.932225,-87.658617
118637,41.864059,-87.623727,41.879356,-87.629791
214284,41.791478,-87.599861,41.795212,-87.580715
460290,41.870769,-87.625734,41.8671177825,-87.6410879593
428267,41.86704866666667,-87.62599433333334,41.867888,-87.623041
110062,41.92393131136619,-87.63582453131676,41.93758231600629,-87.6440978050232
687780,41.93,-87.65,41.92,-87.64
719491,41.79151183333333,-87.59999066666667,41.79430062054,-87.6014497734
738511,41.89434513742426,-87.62279838323593,41.894503,-87.617854
64154,41.92955466666667,-87.7078805,41.93,-87.69
507497,41.85491457576575,-87.66355991363525,41.857556,-87.661535
705397,41.89566916666666,-87.6770695,41.9,-87.69
808309,41.9,-87.69,41.9,-87.69
486928,41.886976,-87.612813,41.892278,-87.612043
432425,41.88462107257936,-87.62783423066139,41.913865,-87.648755
528494,41.91836166666667,-87.63641416666667,41.949399,-87.654529
392632,41.86724266666667,-87.615291,41.926277,-87.630834
604236,41.87947235235,-87.6256886059,41.940775,-87.639192
73510,41.957081,-87.664199,41.97328682025979,-87.65475958585739
697102,41.88,-87.73,41.88,-87.71
45729,41.95417116666667,-87.66433266666667,41.91849115368695,-87.69742280244827
307431,41.910535,-87.689556,41.9093960065,-87.6776919292
483565,41.92414616666667,-87.64629816666667,41.87943409140013,-87.63550400733948
475350,41.870598666666666,-87.62578216666667,41.864059,-87.623727
146475,41.91263583333333,-87.68144983333333,41.92463247165,-87.6893070063
47894,41.958494,-87.654966,41.97334764047304,-87.6678554713726
592139,41.8843895,-87.644559,41.885637,-87.641823
297797,41.95,-87.64,41.924161029067626,-87.64638036489487
377757,41.868830333333335,-87.659088,41.8839840647265,-87.6246839761734
111282,41.87617333333333,-87.62431816666667,41.86962074748123,-87.6239812374115
236176,41.95276633333334,-87.64997016666666,41.968885,-87.684001
642413,41.8878725,-87.63706333333333,41.89,-87.65
399086,41.943643,-87.6488285,41.903266,-87.678435
184459,41.925401211,-87.665893793,41.93258963429789,-87.66593635082245
618435,41.903270166666665,-87.67846866666666,41.899643,-87.6677
201934,41.87233183333333,-87.62377466666666,41.917741,-87.691392
154284,41.886024,-87.624117,41.910522,-87.653106
529026,41.891466,-87.626761,41.865312,-87.617867
495239,41.963982,-87.638181,41.892278,-87.612043
760760,41.924816,-87.714495,41.924816,-87.714495
755369,41.877245,-87.639366,41.87785,-87.62408
237467,41.89993001,-87.63443007,41.893992,-87.629318
172812,41.92393131136619,-87.63582453131676,41.913688,-87.652855
131590,41.88937546663168,-87.62707650661469,41.88462107257936,-87.62783423066139
726921,41.91,-87.72,41.9105780349,-87.6494219288
205434,41.87780216666667,-87.62401083333333,41.87785,-87.62408
493419,41.892278,-87.612043,41.892278,-87.612043
256494,41.963982,-87.638181,41.954245,-87.654406
407598,41.881252,-87.6241235,41.8810317,-87.62408432
707468,41.92551366666667,-87.65370566666667,41.91,-87.66
311,41.931341333333336,-87.63863216666667,41.91801814237187,-87.65218198299408
59400,41.885837,-87.6355,41.890762,-87.631697
206051,41.928773,-87.663913,41.93947775040509,-87.6637476682663
42427,41.9171185,-87.71025266666666,41.91,-87.68
814536,41.89,-87.68,41.91,-87.68
682228,41.93,-87.79,41.92,-87.8
784198,42.00104377979,-87.6611982433,41.880958,-87.616743
407469,41.8810317,-87.62408432,41.8810317,-87.62408432
604977,41.884728,-87.619521,41.940775,-87.639192
202947,41.890832,-87.61841116666666,41.866095,-87.607267
218781,41.802406,-87.586924,41.78794281287,-87.5883151702
363995,41.94809566666667,-87.66409633333333,41.96909,-87.674237
484959,41.896945,-87.621758,41.892278,-87.612043
351196,41.89,-87.63,41.9364968219,-87.6475386582
401341,41.9093960065,-87.6776919292,41.903266,-87.678435
589726,41.97338666666667,-87.6678745,41.97334764047304,-87.6678554713726
301639,41.93,-87.63,41.907993,-87.631501
206416,41.867888,-87.623041,41.880317,-87.635185
8932,42.00457466666667,-87.6614935,42.00445062934,-87.6724024047
375547,41.902973,-87.63128,41.922167,-87.638888
82665,41.88692366666667,-87.61279766666667,41.911722,-87.626804
559972,41.9362534831413,-87.65266209840775,41.9366884494997,-87.63682901859283
150239,41.894722,-87.634362,41.909668,-87.648128
108988,41.883428333333335,-87.64845816666667,41.85308455741279,-87.63193130493164
63750,42.00455066666667,-87.66151216666667,41.961588,-87.666036
564683,41.90096,-87.623777,41.936688,-87.636829
370521,41.879411833333336,-87.640316,41.94,-87.69
562090,41.884728,-87.619521,41.89084704062381,-87.61861681938171
327119,41.867168166666666,-87.62602133333333,41.8513751729,-87.6188346489
197645,41.865234,-87.666507,41.87295,-87.66913
433030,41.881319815,-87.6295209193,41.913865,-87.648755
736461,41.9119245,-87.631951,41.89576474564,-87.6259080327
121595,41.898969,-87.629912,41.895501,-87.682017
767283,41.88338,-87.64117,41.88338,-87.64117
381985,41.96904666666666,-87.67433583333333,41.98404411519213,-87.65228122472763
592011,41.939743,-87.658865,41.97334764047304,-87.6678554713726
695034,41.92,-87.7,41.92,-87.71
116382,42.058239,-87.677432,42.064854,-87.715297
423273,41.87,-87.7,41.89,-87.72
156371,41.860384,-87.625813,41.867227,-87.625961
522349,41.92,-87.65,41.913688,-87.652855
573074,41.89084704062381,-87.61861681938171,41.911722,-87.626804
215471,41.88118016666667,-87.61677466666667,41.880958,-87.616743
203327,41.889906,-87.634266,41.886835,-87.62232
67318,41.93132,-87.638742,41.866095,-87.607267
569075,41.94,-87.66,41.94,-87.66
464535,41.874028,-87.62768066666666,41.8776415962753,-87.64961779117584
394295,41.924161029067626,-87.64638036489487,41.926277,-87.630834
299832,41.94989866666667,-87.713972,41.961406,-87.676169
314821,41.89661720040753,-87.62857854366302,41.903222,-87.634324
698664,41.96,-87.7,41.96,-87.7
56317,41.809443,-87.591875,41.882134,-87.625125
582726,41.94,-87.68,41.894036666666665,-87.64180516666667
224565,41.872213,-87.66158116666666,41.87184,-87.64664
44517,41.879255,-87.639904,41.92481559681187,-87.71449506282805
795995,41.872665,-87.624081,41.872773,-87.623981
376317,41.892278,-87.612043,41.922167,-87.638888
461984,41.931248,-87.644336,41.9362534831413,-87.65266209840775
549856,41.784071072761,-87.61448353528975,41.784071072761,-87.61448353528975
260806,41.834734,-87.625813,41.8349,-87.61793
137266,41.892592119709725,-87.61728912591934,41.894503,-87.617854
320043,41.85741178707404,-87.61379152536392,41.886976,-87.612813
12529,41.891795,-87.658751,41.892592119709725,-87.61728912591934
244108,41.940775,-87.639192,41.86722595682,-87.6153553902
39387,41.83,-87.62,41.81,-87.6
766854,41.919936,-87.64883,41.946655,-87.683359
291535,41.883171678,-87.648789883,41.87207763285,-87.6295437729
349544,41.915689,-87.6346,41.918306,-87.636282
543119,41.891466,-87.626761,41.891466,-87.626761
647274,41.8723745,-87.624499,41.89,-87.61
224019,41.85378,-87.646603,41.853085,-87.631931
756624,41.884616494,-87.619647741,41.880317,-87.635185
489764,41.924091,-87.67646,41.903486,-87.643353
288762,41.885545492,-87.641983867,41.87207763285,-87.6295437729
207834,41.857813,-87.62455,41.85795,-87.640826
196119,41.87934437346,-87.6319852213,41.925858,-87.638973
806456,41.895567,-87.67207633333334,41.922695,-87.697153
535695,41.88917683258,-87.6385057718,41.88917683258,-87.6385057718
571668,41.918216,-87.656936,41.911722,-87.626804
125049,41.864883,-87.647071,41.864883,-87.647071
42991,41.96907466666666,-87.67424516666667,41.95469,-87.67393
474263,41.973749,-87.65996,41.97803062248656,-87.66856491565704
523225,41.9,-87.63,41.913688,-87.652855
137473,41.909544,-87.64811683333333,41.89102331025185,-87.63547986745834
763940,41.89993001,-87.63443007,41.89184737210993,-87.62058019638062
240744,41.86731383333333,-87.61533766666666,41.86722595682,-87.6153553902
56316,41.88283,-87.661206,41.882134,-87.625125
299367,41.954383,-87.648043,41.907993,-87.631501
616630,41.889906,-87.634266,41.931248,-87.644336
28870,41.877950166666665,-87.7361085,41.877613,-87.745405
243683,41.89055583333333,-87.61832,41.86722595682,-87.6153553902
257940,41.90096039,-87.62377664,41.90096039,-87.62377664
290900,41.857556,-87.661535,41.87207763285,-87.6295437729
534615,42.0085943972,-87.6904922389,42.012342,-87.688243
396718,41.963982,-87.638181,41.926277,-87.630834
710687,41.886527,-87.62196683333333,41.88,-87.63
308988,41.89380805624359,-87.64169722795485,41.897764,-87.642884
226597,41.954177,-87.664358,41.943739,-87.66402
249693,41.92180833333333,-87.64413133333333,41.93758231600629,-87.6440978050232
454079,41.79528733333333,-87.59644833333333,41.791478,-87.599861
411862,41.925858,-87.638973,41.9256018819,-87.6537080423
815937,41.79,-87.7,41.8,-87.7
506435,41.886214495,-87.635828853,41.884576228,-87.63188991
699626,41.9104475,-87.69727816666666,41.922695,-87.697153
200394,41.907066,-87.667252,41.907066,-87.667252
309176,41.929558,-87.70805466666667,41.9093960065,-87.6776919292
166980,41.912133,-87.634656,41.92393131136619,-87.63582453131676
761419,41.93548866666666,-87.66371166666667,41.915983,-87.677335
218736,41.87785,-87.62408,41.87811890091227,-87.64394760131836
285870,41.854958892,-87.675640345,41.80887,-87.66454
527201,41.9256018819,-87.6537080423,41.949399,-87.654529
739359,41.906724,-87.63483,41.89102331025185,-87.63547986745834
332641,41.92560266666667,-87.65854866666666,41.90230870122,-87.627690528
307094,41.910522,-87.653106,41.9093960065,-87.6776919292
130034,41.912133,-87.634656,41.913865,-87.648755
336219,41.88338,-87.64117,41.8951727127816,-87.66754701733589
80170,41.961588,-87.666036,41.89939028549696,-87.64854490756989
27101,41.857611,-87.619407,41.891466,-87.626761
205293,41.9941645,-87.68942733333333,41.99416136902,-87.689438282
256112,41.943739,-87.66402,41.90096039,-87.62377664
548996,41.9362534831413,-87.65266209840775,41.89434513742426,-87.62279838323593
52722,41.89940983333334,-87.6485215,41.88917683258,-87.6385057718
552913,41.932418,-87.652705,41.89434513742426,-87.62279838323593
694279,41.9,-87.62,41.87,-87.63
638077,41.881062984,-87.616800427,41.88,-87.62
326670,41.9009595,-87.62369783333334,41.886976,-87.612813
696092,41.94928183333333,-87.64645866666666,41.895634,-87.672069
776584,42.019159,-87.673573,42.0208872805206,-87.66505792737007
679437,41.91,-87.69,41.93,-87.69
765634,41.89403733333333,-87.62266683333333,41.89184737210993,-87.62058019638062
139850,41.847099,-87.64688266666667,41.8378,-87.65114
209327,41.93272066666667,-87.666011,41.898969,-87.629912
651648,41.867266,-87.61534233333333,41.87,-87.62
776361,41.936083,-87.669807,41.92105672992757,-87.67279744148254
421388,41.93,-87.66,41.929567,-87.707857
101024,41.785140753,-87.601104736,41.79949429373,-87.5864498959
87263,41.890847,-87.618617,41.890173,-87.626185
146540,41.913865,-87.648755,41.932588,-87.636427
619796,41.9436445,-87.64896533333334,41.929143,-87.649077
428801,41.880958,-87.616743,41.867888,-87.623041
757182,41.894079447,-87.629165292,41.880317,-87.635185
108175,41.872206166666665,-87.66145266666666,41.880329633634624,-87.64274597167967
64132,41.907066,-87.667252,41.901315,-87.677409
495128,41.926277,-87.630834,41.892278,-87.612043
643477,41.80590516666667,-87.59253033333333,41.82,-87.6
571547,41.95786652415174,-87.64950513839722,41.911722,-87.626804
525234,41.868968,-87.659141,41.867491,-87.63219
442353,41.867888,-87.623041,41.879255,-87.639904
461975,41.936083,-87.669807,41.9362534831413,-87.65266209840775
637899,41.882083297,-87.64162147,41.862378,-87.651062
320777,41.802406,-87.586924,41.886976,-87.612813
706431,41.918482833333336,-87.69750083333334,41.92,-87.67
203916,41.903254747,-87.678551793,41.87464,-87.65703
157172,41.919936,-87.64883,41.932418,-87.652705
805312,41.79944183333333,-87.59485433333333,41.8,-87.6
233185,41.87184,-87.64664,41.870257,-87.639474
638352,41.963962333333335,-87.63819916666667,41.97,-87.66
583319,41.836739,-87.61338633333334,41.836208,-87.613533
672226,41.94,-87.67,41.94,-87.67
784311,41.880958,-87.616743,41.880958,-87.616743
276723,41.87943409140013,-87.63550400733948,41.87947235235,-87.6256886059
239828,41.93,-87.66,41.893992,-87.629318
155655,42.019159,-87.673573,41.99925182186,-87.6713773393
401988,41.892278,-87.612043,41.881032,-87.624084
190843,41.94929888475888,-87.64632496059653,41.94815,-87.66394
797778,41.931248,-87.644336,41.92556258,-87.65840426
531727,41.97,-87.66,41.95786652415174,-87.64950513839722
447475,41.93221166666667,-87.65855083333334,41.896362458,-87.6540612729
115774,41.880317,-87.635185,41.903222,-87.634324
276073,41.922167,-87.638888,41.879472,-87.625689
551581,41.902973,-87.63128,41.89434513742426,-87.62279838323593
668160,41.92,-87.63,41.9,-87.62
227551,42.0193055,-87.68447133333333,42.018901,-87.690048
338715,41.897764,-87.642884,41.911386,-87.638677
679612,41.885951161,-87.677054167,41.89,-87.68
697155,41.79149983333333,-87.59991366666667,41.79,-87.59
154554,41.8839840647265,-87.6246839761734,41.88461618962,-87.6445705849
637024,41.791528583,-87.607851028,41.862378,-87.651062
252249,41.949399,-87.654529,41.954245,-87.654406
786751,41.795212,-87.580715,41.880958,-87.616743
79753,41.91293083333333,-87.66413383333334,41.925858,-87.638973
378642,41.92019556200566,-87.69265919923781,41.917805,-87.682437
208667,41.92,-87.63,41.946176,-87.673308
214705,41.88338,-87.64117,41.894556,-87.653449
213815,41.92078416666666,-87.6638225,41.92105672992757,-87.67279744148254
595854,41.921822,-87.64414,41.929546,-87.643118
28407,41.857373,-87.66138316666667,41.867491,-87.63219
107332,41.965221,-87.658139,41.99086044812557,-87.66972362995148
435593,41.90272483333333,-87.63444666666666,41.89661720040753,-87.62857854366302
339417,41.89466536,-87.638164997,41.918216,-87.656936
740039,41.975702166666665,-87.6794735,41.979762,-87.67753
76275,41.886875,-87.62603,41.867226,-87.615355
216344,41.97,-87.7,41.96590013976,-87.6936384935
680262,41.94,-87.72,41.95,-87.71
746746,41.85349316666667,-87.705033,41.8492,-87.67564
233969,41.96,-87.66,41.973815,-87.65966
279667,41.881032,-87.624084,41.886024,-87.624117
520307,41.90666333333333,-87.6351135,41.913688,-87.652855
525802,41.877973,-87.6315235,41.882091,-87.639833
286429,41.922695,-87.697153,41.91710803478932,-87.71022096276283
379183,41.878119,-87.643948,41.883984,-87.624684
280322,41.95335116666666,-87.7319035,41.945529,-87.646439
832042,41.93,-87.64,41.9,-87.67
761017,41.7045750872071,-87.52823173999786,41.68100145911039,-87.5379312226869
564684,41.937582,-87.644098,41.936688,-87.636829
154417,41.858166,-87.656495,41.857556,-87.661535
85792,41.85,-87.69,41.868563,-87.686234
126379,41.90106516666667,-87.6236095,41.904613,-87.640552
530046,41.94,-87.66,41.949399,-87.654529
3495,41.96327383333333,-87.67946966666666,41.967968,-87.650001
315631,41.87861483333333,-87.630081,41.92409085038,-87.6764600747
603927,41.943034,-87.687288,41.940775,-87.639192
290673,41.945529,-87.646439,41.9716,-87.650154
615638,41.89084704062381,-87.61861681938171,41.8750236280333,-87.6330940425396
213213,41.94815,-87.66394,41.94018,-87.65304
712436,41.88867033333333,-87.64425466666667,41.89,-87.62
807524,41.89,-87.61,41.9,-87.62
536186,41.91,-87.65,41.884114,-87.654264
322127,41.834734,-87.625813,41.8513751729,-87.6188346489
339393,41.884241,-87.629634,41.911386,-87.638677
739220,41.88561233333333,-87.62453916666666,41.886835,-87.62232
212316,41.9363,-87.652619,41.92556258,-87.65840426
393569,41.86962074748123,-87.6239812374115,41.8810317,-87.62408432
98774,41.95786652415174,-87.64950513839722,41.926277,-87.630834
725690,41.883601657275165,-87.64862671494483,41.883601657275165,-87.64862671494483
427100,41.94922283333333,-87.654515,41.949074,-87.648636
600109,41.884576228,-87.63188991,41.867227,-87.625961
320149,41.87934437346,-87.6319852213,41.87831661183069,-87.64098107814789
335510,41.88458716666667,-87.62786666666666,41.88577925240433,-87.65102460980414
452481,41.932155,-87.65872733333333,41.897448,-87.628722
624481,41.93,-87.79,41.93,-87.79
9110,41.91,-87.68,41.89,-87.65
721712,41.9177275,-87.6915445,41.89675,-87.63089
477468,41.922695,-87.697153,41.921525,-87.707322
811876,41.9,-87.7,41.93,-87.7
16729,41.8,-87.7,41.79,-87.71
598352,41.95,-87.66,41.9406,-87.6785
446400,41.939668298,-87.65885973,41.92533,-87.6658
337484,41.924161029067626,-87.64638036489487,41.918216,-87.656936
659527,41.83850066666667,-87.60820116666666,41.803038,-87.606615
275849,41.96,-87.68,41.965221,-87.658139
588230,41.95080333333333,-87.65930566666667,41.929546,-87.643118
36412,41.979851,-87.681932,41.979851,-87.681932
538032,41.877245,-87.639366,41.925858,-87.638973
499568,41.89841768945,-87.6865960164,41.93588,-87.67842
135920,41.88,-87.63,41.892278,-87.612043
28094,41.89552116666667,-87.68197283333333,41.882091,-87.639833
168234,41.965845,-87.645361,41.949399,-87.654529
444353,41.931931,-87.677856,41.91751339399,-87.7018089555
441816,41.939743,-87.658865,41.92533,-87.6658
243450,41.880958,-87.616743,41.86722595682,-87.6153553902
256996,41.87610866666667,-87.62439566666667,41.90096039,-87.62377664
223385,41.91557983333333,-87.68702233333333,41.912616,-87.681391
828169,42.0,-87.66,42.01,-87.66
339518,41.932225,-87.658617,41.911386,-87.638677
831537,41.88,-87.63,41.92,-87.63
242800,41.882134,-87.625125,41.86722595682,-87.6153553902
290143,41.886955,-87.61277566666666,41.87207763285,-87.6295437729
335609,41.885951,-87.677009,41.88577925240433,-87.65102460980414
403069,41.881045341,-87.624113798,41.8810317,-87.62408432
738231,41.881886005,-87.648877501,41.894503,-87.617854
757345,41.877245,-87.639366,41.87785,-87.62408
468637,41.918084,-87.643749,41.91468,-87.64332
215309,41.88917683258,-87.6385057718,41.882242,-87.641066
82846,41.882242,-87.641066,41.911722,-87.626804
565550,41.90096039,-87.62377664,41.9366884494997,-87.63682901859283
12563,41.90322333333334,-87.66792566666666,41.91461,-87.667968
626476,41.94548983333333,-87.64633433333333,41.95,-87.65
211467,41.894503,-87.617854,41.88169,-87.63953
565154,41.916435166666666,-87.66677816666666,41.9366884494997,-87.63682901859283
546280,41.886011004,-87.631125927,41.891466,-87.626761
438400,41.914703,-87.64337966666666,41.932588,-87.636427
545064,41.86722595682,-87.6153553902,41.88461618962,-87.6445705849
601142,41.8776415962753,-87.64961779117584,41.867227,-87.625961
179919,41.89227233333333,-87.61213966666666,41.89,-87.63
364530,41.968812,-87.657659,41.967094,-87.679028
296187,41.95,-87.65,41.924161029067626,-87.64638036489487
47500,41.89445616666666,-87.653474,41.909668,-87.648128
348197,41.918306,-87.636282,41.918306,-87.636282
213288,41.913688,-87.652855,41.921822,-87.64414
287228,41.94,-87.72,41.91710803478932,-87.71022096276283
537364,42.0191355,-87.6735,42.012342,-87.688243
417497,41.94815666666667,-87.66399583333333,41.97,-87.69
